dphdmn	0.506	0.717	0.92	0.986	12.782	68.374	1.328	2.39	2.85	3.328	3.46	36.229	178.297	3.121	4.642	6.448	7.472	8.421	9.734	10.974	13.923	15.042	24.473	20.466	27.8	54.573	34.344	41.092	55.277	67.757	250484	Aleph
thelegendary08	0.865	1.158	1.526	1.606	18.227	98.498	2.778	4.172	5.302	5.833	6.056	68.296	327.834	6.159	7.432	13.214	14.387	16.675	18.03	19.534	25.999	29.927	47.476	45.085	55.839	105.649	91.227	104.859	128.802	191.538	7980	Master
gwj	1.162	1.482	1.787	1.883	N	N	2.991	4.459	4.875	5.706	5.977	N	N	N	8.45	12.245	12.715	13.522	N	17.448	23.758	25.592	N	38.978	45.243	N	68.361	80.089	N	152.974	5770	Master
quing	1.057	1.375	1.694	1.842	21.752	113.477	3.006	4.837	5.608	6.582	6.659	68.727	343.882	6.182	7.884	12.402	13.877	14.99	19.38	22.317	27.462	31.841	52.755	40.625	53.512	99.182	60.212	74.788	98.723	136.854	5200	Master
OsipovAleksander	1.094	1.295	1.703	1.86	N	N	2.834	4.434	5.291	5.766	5.952	N	N	5.965	9.167	12.725	13.759	N	22.139	22.703	29.083	30.255	N	46.045	48.589	N	88.191	N	219.71	176.126	3173	Diamond
Manu97	1.095	1.385	1.64	1.707	N	N	2.527	3.882	4.594	5.387	5.576	60.703	N	5.872	11.838	15.521	N	N	N	36.359	39.034	N	N	N	N	N	N	N	N	N	3117	Diamond
Ruan	1.241	1.692	1.993	2.048	N	130.201	2.869	4.516	5.492	6.666	6.872	N	304.659	9.984	10.635	13.661	15.094	N	N	19.501	28.158	30.29	113.859	42.436	53.4	N	65.568	77.488	118.943	157.213	2830	Diamond
Kingstone	1.335	1.734	2.145	2.257	25.801	123.032	3.708	6.381	6.752	7.229	7.907	70.879	344.2	7.218	10.715	14.141	15.567	16.778	21.78	23.273	28.338	32.122	52.977	42.259	48.535	107.894	69.963	84.663	107.383	173.319	2590	Diamond
LEBaldy	1.173	1.684	2.091	2.283	24.015	133.867	3.44	5.331	6.132	7.092	7.445	78.33	389.196	5.834	10.912	14.273	15.559	17.093	21.667	23.026	29.88	32.192	50.701	45.518	53.425	113.637	66.993	84.518	108.101	148.946	2430	Diamond
strakerak	1.019	1.41	1.769	1.891	N	N	2.048	4.722	5.747	6.739	6.993	84.678	N	7.654	8.454	15.145	18.327	N	24.741	27.931	N	N	N	50.323	N	N	N	N	N	235.844	2127	Diamond
TDM	1.344	1.573	1.937	1.979	32.264	123.485	2.524	4.79	5.461	6.23	6.364	100.012	318.948	6.618	9.499	13.738	14.825	17.235	N	24.641	32.137	N	N	43.837	56.342	N	81.445	91.46	149.064	214.581	2050	Diamond
zyc	1.215	1.446	1.684	1.752	23.359	124.552	3.291	5.208	6.499	7.748	7.89	N	N	8.368	9.934	13.87	15.281	N	27.175	28.556	36.351	N	N	58.299	N	N	83.468	100.212	165.147	237.14	1264	Diamond
HackerTyper492	1.19	1.451	1.91	2.218	N	N	2.567	4.902	5.36	6.311	6.743	N	381.676	9.874	12.584	14.759	16.717	18.878	N	35.601	48.061	N	N	60.951	N	N	107.242	N	N	410.771	1161	Diamond
jug	1.223	1.497	2.043	2.186	24.095	117.093	3.791	5.37	6.378	7.564	7.991	85.055	368.82	7.398	12.103	18.195	19.6	20.848	26.463	32.399	38.121	43.147	71.695	66.046	75.795	153.142	125.63	136.181	180.966	255.79	1065	Diamond
teri	1.162	1.508	1.883	1.995	30.303	N	2.527	4.385	5.599	6.736	6.926	N	N	6.744	18.639	N	N	N	33.863	N	N	N	N	N	N	N	213.47	N	N	N	901	Diamond
ShyGuy1265	1.506	1.728	2.203	2.296	42.159	N	3.263	6.14	6.674	7.601	7.916	128.878	435.514	9.735	11.879	15.569	17.389	19.058	30.287	28.287	35.748	37.039	92.23	54.639	65.884	156.797	76.607	82.76	138.558	152.878	869	Platinum
SkyStep	1.62	2.026	2.579	2.819	22.368	119.287	2.959	5.908	7.008	7.64	8.966	79.88	367.212	8.471	12.644	16.882	17.743	20.249	24.696	29.942	45.644	48.021	62.13	60.764	67.252	133.298	124.417	N	194.031	N	849	Platinum
IslamKitiev	1.034	2.03	1.859	2.003	N	133.72	3.87	5.152	6.371	6.995	7.152	174.548	399.739	7.804	12.552	15.547	15.836	25.702	35.463	27.0	32.263	35.181	84.726	58.143	72.974	171.508	116.532	N	195.333	257.113	808	Platinum
Verscup	0.967	1.59	1.96	2.053	29.032	N	2.624	5.429	6.28	6.914	7.249	N	490.187	10.103	12.072	17.096	17.925	25.353	24.968	35.224	51.935	N	N	63.991	76.306	N	N	N	N	364.657	798	Platinum
chy	1.233	1.632	1.962	2.032	N	N	3.511	4.983	6.039	6.964	7.19	N	N	N	10.135	15.076	16.201	N	N	23.302	31.118	N	N	55.181	N	N	85.084	N	123.282	213.215	750	Platinum
Rafael	1.591	1.955	2.445	2.567	28.883	133.69	4.3	6.089	7.222	7.72	7.985	90.345	412.542	8.994	12.856	17.24	18.084	19.246	26.181	27.488	34.66	36.262	74.948	54.853	59.946	151.718	101.291	115.69	178.536	267.404	698	Platinum
XMeng	1.114	1.429	N	N	23.848	N	2.903	4.909	5.627	N	N	N	N	9.216	9.776	N	N	N	N	30.191	N	N	N	N	N	N	N	N	N	N	690	Platinum
imvelox	1.327	1.86	2.174	2.298	35.102	242.535	2.559	5.684	6.962	7.542	7.934	126.511	N	10.925	11.621	16.22	17.202	20.738	31.463	24.65	36.017	42.897	139.255	51.479	65.524	172.696	115.84	N	214.006	197.233	651	Platinum
creepycat18	1.584	1.928	2.241	2.297	26.03	143.7	3.949	5.461	6.738	7.501	7.633	79.993	367.684	7.508	12.937	16.39	18.8	22.195	30.283	33.243	37.938	41.85	111.373	68.653	N	N	193.813	N	639.012	291.775	627	Platinum
Tianxing	1.477	1.787	2.219	2.636	N	N	2.565	5.179	5.832	6.612	7.632	N	N	N	13.403	17.638	20.709	N	N	N	N	N	N	81.568	83.88	N	127.572	N	N	N	594	Platinum
Billabob	1.412	1.536	2.886	1.992	N	N	3.034	5.099	6.159	6.801	7.048	N	N	N	14.908	17.312	20.179	20.954	N	40.084	53.553	N	N	65.657	80.775	N	N	N	N	N	568	Platinum
July2nd	1.337	1.787	2.097	2.302	29.693	142.248	3.324	5.419	6.16	7.124	7.322	99.876	N	7.19	13.783	18.168	19.168	21.182	31.143	42.271	50.798	N	N	N	N	N	242.53	N	N	344.211	511	Platinum
Ianwubby	1.295	1.982	2.301	2.354	102.468	N	4.781	6.522	7.646	8.407	8.605	N	N	12.974	16.648	19.298	20.588	22.897	N	36.366	39.405	41.921	N	57.515	67.978	N	94.206	105.331	N	183.706	385	Gold
REALMdCrp	1.646	1.967	2.457	2.666	45.331	N	4.475	6.474	6.859	7.847	8.583	122.343	548.62	11.692	15.255	18.708	19.408	N	32.635	31.803	36.926	N	N	58.44	64.867	N	94.987	102.28	238.078	222.578	375	Gold
Zijie123	1.515	1.717	2.284	2.385	36.945	N	4.343	5.792	6.501	7.311	7.685	N	N	10.035	14.015	16.595	19.133	23.01	39.437	39.577	50.904	N	N	67.716	89.825	207.93	105.087	115.573	N	318.077	359	Gold
goodevening	1.548	2.003	2.358	2.563	30.294	161.732	4.495	6.954	7.699	8.684	8.863	104.973	482.492	9.272	16.031	20.278	21.726	24.602	31.614	39.118	47.198	49.507	98.674	68.397	74.404	180.131	107.193	184.471	198.373	258.985	358	Gold
CSL	1.68	1.899	2.589	2.758	N	155.989	3.629	6.431	7.836	9.221	9.518	N	457.008	8.19	12.78	18.434	20.28	N	30.101	29.63	39.725	N	N	66.475	75.399	169.936	157.911	N	224.265	265.062	355	Gold
sameer	1.304	1.691	2.097	2.233	N	156.612	3.531	6.423	6.811	7.783	8.033	N	N	10.085	14.191	17.651	18.906	N	N	34.6	38.945	41.901	N	N	N	N	111.885	N	N	259.364	345	Gold
5everjonny	1.271	1.615	2.123	2.222	29.622	135.147	3.697	6.059	7.078	8.05	8.28	N	N	11.174	19.208	21.252	23.342	N	N	56.176	63.899	N	N	123.07	N	N	206.385	N	304.266	464.657	314	Gold
BindeDSA	1.518	1.812	N	N	N	N	3.219	5.291	5.836	6.887	7.064	N	N	N	14.598	19.044	N	N	N	45.5	N	N	N	N	N	N	N	N	N	N	307	Gold
gontod195	1.276	1.731	2.087	2.122	N	N	3.654	5.714	6.535	7.377	7.657	N	N	8.985	19.175	25.667	50.907	N	N	N	N	N	N	N	N	N	703.312	N	N	N	297	Gold
MLGSheep1	2.047	2.576	3.102	3.198	N	N	3.766	6.17	7.634	8.223	8.678	122.713	N	13.429	15.927	19.646	21.632	N	N	37.368	43.57	45.374	N	65.081	73.266	N	113.858	139.434	166.635	247.294	257	Gold
Maltysen	3.653	N	N	N	N	N	2.613	5.398	6.612	10.895	16.374	N	N	N	18.703	23.882	N	N	N	N	N	N	N	N	N	N	N	N	N	N	241	Gold
DedolCubing	1.298	1.824	2.285	2.382	N	202.951	3.992	6.962	7.886	8.938	9.444	N	N	11.895	17.823	24.143	26.394	N	59.208	37.632	N	N	N	79.775	N	N	162.461	N	224.308	347.591	218	Gold
Liqueur1314	1.671	1.99	2.902	N	N	147.068	3.385	7.438	8.462	10.103	N	N	500.069	9.1	15.232	22.03	N	N	28.887	41.971	N	N	N	69.392	98.501	185.946	N	N	N	359.244	213	Gold
Listek	1.322	1.781	2.28	2.353	35.927	190.657	4.37	6.494	7.758	8.491	8.796	N	N	15.801	19.825	23.898	26.169	29.123	N	75.255	N	N	N	139.882	N	N	N	N	N	459.834	211	Gold
Myke	1.507	1.997	2.4	3.53	29.994	N	3.819	6.335	7.294	8.245	8.806	N	N	9.616	15.913	20.483	27.042	N	N	54.896	N	N	99.836	N	N	N	N	N	N	281.225	207	Gold
YanikusGG	1.774	2.216	2.636	2.725	49.229	N	4.277	6.921	8.445	9.094	9.318	N	N	10.917	15.854	22.577	23.856	31.868	32.187	37.905	70.289	N	89.472	71.451	78.736	N	121.796	132.027	192.576	288.839	198	Gold
GrubaKuba	1.97	2.607	3.159	3.276	N	204.896	4.984	7.507	7.932	8.578	11.906	N	N	N	15.215	19.841	20.767	24.099	N	34.603	43.396	46.16	N	78.594	87.892	N	147.638	N	349.804	852.759	194	Gold
shabb	1.628	2.212	2.645	2.672	N	N	2.945	5.688	7.125	8.1	8.515	N	N	N	15.786	20.869	N	N	N	N	N	N	N	N	N	N	N	N	N	391.82	188	Gold
HJQ	2.068	2.708	N	N	N	N	3.0	5.897	6.964	8.618	N	N	N	N	12.791	N	N	N	N	30.135	N	N	N	61.966	N	N	N	N	N	N	176	Gold
daiki	N	N	N	N	N	N	4.724	6.789	7.901	8.794	9.24	N	N	N	N	20.166	21.374	23.547	N	37.478	N	N	N	60.404	79.224	138.626	N	N	N	N	162	Gold
Owen	N	N	N	N	N	N	3.897	5.894	6.69	7.471	7.6	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	160	Gold
antonyme	1.893	2.049	2.641	2.781	47.263	211.302	5.25	7.223	7.935	8.972	9.351	N	924.394	14.423	19.288	24.802	26.262	N	N	70.171	N	N	N	N	N	N	139.273	149.88	N	400.296	154	Gold
peaceknight05	2.512	3.347	4.173	4.369	39.152	283.794	7.421	9.107	10.25	11.673	12.874	119.184	571.672	14.687	20.694	22.645	25.544	27.023	47.065	39.484	43.994	46.197	152.941	86.791	98.676	181.034	144.9	169.523	252.334	318.648	147	Gold
Lunarien	1.811	2.382	3.213	3.369	32.35	181.935	5.422	9.239	9.561	11.317	12.4	100.644	537.412	18.581	19.34	24.439	26.56	N	N	74.727	89.908	N	N	N	N	N	N	N	N	804.216	130	Gold
chbld	2.05	2.221	N	N	N	N	4.129	7.752	8.45	9.257	9.838	N	N	9.939	17.552	20.626	22.509	N	35.012	49.208	N	N	N	N	N	N	127.649	151.759	243.811	306.453	121	Gold
gloop	1.924	2.848	3.528	3.658	N	N	3.632	5.895	7.216	7.989	8.651	N	N	N	30.791	33.663	41.76	N	N	125.687	N	N	N	N	N	N	331.861	N	N	N	117	Gold
thetskerp	2.021	2.58	3.037	3.142	N	N	4.316	7.782	8.469	9.462	9.759	N	N	N	14.958	23.001	25.059	N	32.473	N	N	N	N	154.243	N	N	253.72	N	N	524.567	116	Gold
Yunke	1.881	2.396	3.182	3.263	N	N	5.119	7.282	8.602	9.704	9.906	N	573.324	13.183	17.399	20.892	29.187	N	73.365	43.054	N	N	N	84.605	N	N	239.652	N	288.775	374.581	109	Gold
VyacheslavPervushin	2.443	2.864	3.434	N	N	N	4.842	7.27	8.243	9.377	9.697	N	N	22.583	17.197	20.066	22.176	N	49.085	49.631	N	N	215.755	120.62	N	N	566.009	N	N	426.395	103	Gold
brein62	2.332	2.853	N	N	N	N	5.195	8.246	10.576	N	N	N	N	10.981	16.85	21.116	N	N	33.417	33.627	44.884	N	98.265	66.343	N	187.736	104.861	N	163.465	238.254	103	Gold
Robin	2.549	3.024	3.361	N	N	N	4.754	7.599	8.605	9.406	9.677	N	N	51.058	20.257	24.163	25.506	27.424	N	96.38	N	N	N	133.837	N	N	N	N	N	413.501	99	Silver
Martin	1.825	1.857	2.938	3.178	31.882	N	4.283	9.139	10.495	12.186	N	N	N	14.115	21.803	35.891	N	N	47.156	65.91	N	N	N	117.759	N	N	178.273	N	272.126	332.479	98	Silver
lekh2003	1.762	2.455	3.033	3.077	N	N	4.36	7.389	8.478	9.373	9.899	N	N	N	23.093	30.623	34.295	N	N	N	N	N	N	N	N	N	N	N	N	N	98	Silver
richyrubik	2.26	2.998	3.809	4.142	47.497	213.782	6.13	9.213	10.472	11.986	15.968	127.519	N	13.951	21.497	28.448	30.348	N	51.1	49.208	53.516	59.776	111.731	85.151	109.317	234.156	173.519	N	282.348	375.79	97	Silver
ekim	N	N	N	N	N	N	4.522	7.421	7.873	8.872	9.485	N	N	N	29.497	N	N	N	N	42.788	N	N	N	76.077	N	N	151.402	N	238.207	286.853	94	Silver
Apu21	3.307	3.617	N	N	N	N	4.182	7.164	8.509	9.256	9.605	105.62	437.252	N	33.192	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	93	Silver
yer12	2.042	2.733	3.065	3.242	N	N	4.823	7.857	9.032	10.136	10.525	127.702	N	12.351	19.799	23.672	27.251	N	N	47.839	54.449	62.155	N	110.791	N	N	N	N	N	337.269	93	Silver
Rodemon	N	N	N	N	N	N	4.159	6.721	7.594	8.254	8.687	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	87	Silver
tetrian22	2.511	3.29	4.107	4.302	42.551	261.536	6.372	9.926	11.203	12.093	12.492	N	828.375	18.448	19.277	24.591	27.72	N	48.366	52.552	60.324	N	N	96.559	110.445	226.744	156.263	N	264.305	323.791	87	Silver
Pyr	N	N	N	N	N	N	3.616	7.527	8.315	N	N	N	N	N	15.607	20.858	22.885	N	N	46.239	N	N	N	67.479	N	N	119.805	N	187.191	260.032	86	Silver
Stefarn	2.481	2.917	3.459	3.547	N	N	6.042	9.474	10.494	11.912	N	N	N	N	16.732	21.283	23.788	N	N	40.322	45.747	N	N	61.451	N	N	N	N	N	N	83	Silver
HimalayanHobo	1.996	2.568	2.981	N	N	N	4.417	6.951	8.594	9.686	9.875	N	N	N	18.719	24.792	25.708	N	N	N	N	N	N	123.815	N	N	N	N	N	N	83	Silver
aaaaaaaidan	2.617	2.919	N	N	N	N	4.691	6.981	7.789	8.952	9.178	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	80	Silver
Dapianokid	1.877	2.33	2.893	2.998	45.564	N	4.688	8.726	10.255	10.884	11.424	N	N	41.232	20.953	24.403	27.305	N	N	52.657	N	N	N	129.987	N	N	177.998	N	N	282.596	77	Silver
Synapse	1.836	2.096	3.246	3.367	N	190.469	6.239	8.38	9.232	16.14	26.223	N	657.741	12.989	27.874	37.019	39.138	N	N	65.122	N	N	N	147.213	N	N	417.051	N	N	480.812	77	Silver
markzhao123	1.711	2.325	2.85	3.033	N	N	4.162	7.217	8.732	9.718	11.407	N	N	N	19.811	25.572	28.113	N	N	N	N	N	N	N	N	N	N	N	N	404.856	75	Silver
Nabbissimux	2.451	2.904	3.516	4.151	N	N	5.417	8.89	9.794	11.206	18.295	N	N	18.841	17.753	25.289	28.433	N	N	39.749	50.442	57.265	127.658	219.302	N	N	185.931	N	342.376	430.983	74	Silver
Scyter	1.775	2.231	2.775	2.901	56.381	N	5.128	7.944	8.321	9.735	10.099	190.228	N	16.633	40.119	N	N	N	60.263	N	N	N	N	131.198	N	N	277.111	N	N	615.474	73	Silver
PabloShow	2.466	2.849	3.38	3.583	N	N	5.295	7.687	8.212	10.548	11.751	N	N	16.999	18.386	23.266	24.584	N	N	46.321	62.977	N	N	N	N	N	N	N	277.02	N	72	Silver
Sethamajig	1.634	2.335	2.896	N	N	N	4.97	7.367	9.107	N	N	N	N	12.753	18.183	22.183	N	N	N	43.384	N	N	N	80.628	N	N	168.164	N	245.673	296.57	70	Silver
damiandrexler	N	N	N	N	N	N	4.904	6.359	7.575	8.559	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	67	Silver
Ticiano	2.558	3.196	3.939	4.274	N	N	5.52	8.41	9.73	10.983	12.509	N	N	14.376	19.119	24.853	26.763	N	39.367	48.207	55.327	N	N	128.783	N	N	665.926	N	346.695	1032.157	66	Silver
xxdfg	2.131	2.684	3.533	N	50.901	N	5.594	8.186	9.416	14.01	N	149.366	N	N	19.077	29.381	31.844	N	41.973	48.241	60.363	66.519	100.248	98.488	N	213.47	364.963	N	N	N	65	Silver
zxx990124	N	N	N	N	N	N	4.806	8.066	10.408	11.597	12.111	N	481.175	N	18.471	N	N	N	N	82.327	N	N	N	148.688	N	N	296.928	N	N	273.911	64	Silver
ultimateenemy	2.316	2.726	3.107	3.155	N	238.831	5.675	8.619	9.757	10.749	10.871	N	N	13.227	22.703	30.773	N	N	N	57.317	N	N	N	N	N	N	N	N	N	N	62	Silver
MaidaFromSurgut	3.192	4.437	N	N	N	255.297	7.743	10.565	12.25	16.427	N	168.622	709.361	16.395	20.479	28.958	32.473	N	47.13	41.982	N	N	110.864	90.873	N	317.238	150.091	N	233.444	372.108	59	Silver
Mychael	2.237	2.912	N	N	N	N	4.934	6.427	7.827	N	N	N	N	N	19.029	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	56	Silver
kshrubb	2.159	2.783	3.393	3.619	N	N	5.332	7.587	9.019	10.343	10.853	N	N	N	23.15	27.926	28.546	N	N	N	N	N	N	114.092	N	N	N	N	N	452.762	56	Silver
KawaiiHipster	3.341	3.774	N	N	N	N	7.425	10.265	11.414	13.102	25.595	145.445	N	18.255	20.639	27.799	33.759	N	N	50.93	57.962	59.586	N	103.79	118.988	N	232.998	N	454.125	458.991	54	Silver
nikolayfedoroff	3.058	4.001	N	N	N	N	6.231	9.554	10.504	11.838	12.679	124.407	N	15.127	19.991	28.674	38.227	N	116.533	72.19	N	N	211.516	107.129	N	233.88	N	N	449.843	467.597	52	Silver
MyLittleMania	3.093	3.527	4.381	4.459	N	N	6.687	11.572	14.111	15.523	16.099	N	N	N	27.678	35.421	40.728	N	N	60.348	66.352	N	N	118.491	N	N	165.288	N	201.368	317.742	50	Silver
vedroboev	2.457	2.675	3.866	3.962	48.332	N	5.856	9.444	N	N	N	136.714	N	11.957	21.114	N	N	N	42.62	43.521	N	N	86.334	87.072	N	N	N	N	N	N	50	Silver
Olejnikmax	2.821	3.331	4.129	4.569	N	N	5.095	9.565	11.156	14.087	16.277	N	N	N	26.375	31.689	N	N	N	56.999	69.385	N	N	N	N	N	144.726	156.15	228.405	331.757	49	Silver
Puggins2	2.972	3.321	3.804	4.018	N	N	7.398	11.687	12.432	14.636	N	N	N	19.062	24.523	28.943	31.296	N	55.32	54.028	66.214	N	132.59	137.183	N	300.2	N	N	378.066	N	47	Silver
devin719	2.617	3.217	4.077	6.033	N	N	4.815	9.293	10.648	12.002	15.066	N	N	N	23.944	28.914	38.323	N	N	49.72	N	N	N	141.303	N	N	N	N	N	411.303	45	Silver
jh05013	2.039	3.14	3.674	3.831	N	222.086	6.903	10.0	10.662	11.518	11.814	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	358.838	45	Silver
AnEsperantist	2.018	3.232	N	N	N	N	5.071	8.237	N	N	N	N	N	9.092	18.885	N	N	N	N	57.758	N	N	N	N	N	N	N	N	N	327.325	45	Silver
crypticCub3r631	2.661	3.12	3.524	3.773	N	N	6.483	8.959	10.694	12.04	N	N	N	20.044	27.269	33.379	37.845	N	78.795	58.622	67.973	N	N	123.933	N	N	256.681	N	N	418.899	44	Silver
jinxiaobo	1.815	2.586	3.195	N	N	N	4.227	9.31	10.154	N	N	N	N	11.452	24.053	N	N	N	N	56.708	N	N	N	N	N	N	N	N	N	N	43	Silver
Criel	2.061	3.093	N	N	N	N	4.311	7.664	8.45	9.52	N	N	N	N	16.551	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	41	Silver
Bindedsa	N	N	2.307	2.644	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	40	Silver
dwuggh	3.874	N	N	N	N	N	4.438	8.249	8.938	10.315	N	N	N	N	28.71	34.488	37.182	N	N	N	N	N	N	N	N	N	231.837	N	N	431.096	38	Silver
JL586	2.741	3.354	3.988	4.196	N	N	4.896	8.825	9.85	12.244	N	N	N	N	35.582	37.544	N	N	N	74.134	N	N	N	127.252	N	N	629.564	N	N	N	38	Silver
zoywongus	4.042	5.512	N	N	N	N	5.766	7.929	9.113	9.961	12.116	198.455	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	36	Silver
timebug	3.696	4.54	4.94	5.314	192.007	N	7.064	10.208	12.296	N	N	N	828.375	45.927	29.111	34.268	N	N	N	57.624	N	N	N	118.384	N	327.376	216.209	N	344.146	413.84	34	Silver
YTCuber	2.735	3.735	4.133	4.571	N	N	8.897	11.959	14.934	N	N	N	N	26.802	26.2	31.863	33.959	N	N	113.45	N	N	228.961	102.862	N	N	308.608	N	N	818.102	33	Bronze
Daiki	2.417	2.646	3.36	3.495	N	N	N	N	N	N	N	N	N	N	16.606	N	N	N	N	N	62.86	N	N	N	N	N	199.338	249.481	N	313.402	33	Bronze
RekNer	2.823	3.337	N	N	N	N	6.567	10.825	11.926	15.354	16.177	N	N	17.007	25.239	35.096	N	N	N	79.069	N	N	199.954	167.21	N	N	N	N	515.046	669.681	31	Bronze
shabon	4.068	5.101	6.098	N	N	N	6.279	13.272	15.442	16.932	N	N	N	19.505	30.313	N	N	N	N	89.442	N	N	N	97.427	N	238.766	144.327	N	227.326	337.665	29	Bronze
jjjdragon31	2.571	3.743	N	N	N	N	7.599	11.903	13.538	15.315	16.123	N	N	N	23.589	30.388	32.756	N	N	N	N	N	N	N	N	N	N	N	N	N	28	Bronze
jo1215	4.723	5.783	N	N	N	N	7.152	9.333	10.94	11.889	12.192	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	323.078	27	Bronze
Jay	5.419	5.89	4.319	4.653	N	N	6.949	11.559	12.85	24.643	14.701	N	762.254	12.222	51.167	N	N	N	N	N	N	N	N	N	N	N	N	N	N	648.242	27	Bronze
andypolitician8575	3.095	4.233	N	N	N	N	6.655	12.49	13.322	15.608	15.854	N	N	N	34.519	N	N	N	N	66.159	N	N	N	117.898	N	N	252.51	N	N	317.831	26	Bronze
vcuber13	N	N	N	N	N	N	11.404	N	N	N	N	N	N	N	26.275	N	N	N	N	44.042	N	N	N	76.542	N	175.61	N	N	N	309.275	24	Bronze
ryan	3.108	3.899	4.642	4.929	N	N	8.628	12.788	14.448	15.834	16.575	N	N	N	N	N	N	N	N	N	N	N	N	183.0	N	N	N	N	N	695.941	24	Bronze
hogwash	N	N	N	N	N	245.874	8.877	11.516	11.912	N	N	143.862	665.69	16.385	26.754	N	N	N	N	121.342	N	N	N	N	N	N	N	N	357.513	N	23	Bronze
whatACoolKid	4.149	5.046	N	N	N	N	6.048	11.367	12.944	15.518	17.436	N	N	N	31.36	37.543	N	N	N	N	N	N	N	N	N	N	203.56	255.654	N	N	23	Bronze
larsvdb97	2.597	3.486	4.969	N	45.638	210.97	11.97	17.041	N	N	N	N	N	N	48.638	N	N	N	84.912	N	N	N	N	170.908	N	N	N	N	N	N	23	Bronze
Dreamer	3.562	5.63	N	N	N	N	8.331	11.611	12.701	14.501	N	N	N	33.97	28.224	N	N	N	N	74.127	N	N	172.794	146.017	N	N	142.394	N	353.394	457.018	21	Bronze
paradoxwatermelon	3.501	4.546	N	N	N	N	7.453	10.771	12.188	13.233	13.84	N	N	N	42.777	45.777	N	N	N	80.687	N	N	N	178.815	N	N	202.06	N	1025.471	N	21	Bronze
